d.cod_familiar_fam,membros_domicilios,bairro,rpa,TP-04,TP-05,TP-06,TP-07,TC-09,TC-10,TC-12,vlr_TP_04,vlr_TP_05,vlr_TP_06,vlr_TP_07,vlr_TC_09,vlr_TC_10,vlr_TC_12,vlr_final_domicilio
2607461502,3,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2607463980,1,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2607466148,4,ALTO JOSE DO PINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2607471060,3,IPSEP,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2608880282,1,DOIS UNIDOS,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2609811179,2,SAO JOSE,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2610739150,2,BOA VIAGEM,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2610744668,2,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2610747764,1,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2611672008,1,VASCO DA GAMA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2611679100,1,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2611682585,1,SANTO ANTONIO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2612310304,1,GUABIRABA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2612978054,1,COELHOS,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2614998079,3,GUABIRABA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2616589729,1,CABANGA,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2617302903,2,MACAXEIRA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2617307034,1,COELHOS,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2618739469,2,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2619063213,1,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2619063485,1,MORRO DA CONCEICAO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2619544408,1,PASSARINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2620516560,3,IMBIRIBEIRA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2620517109,2,MORRO DA CONCEICAO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2620518695,3,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2620526019,2,NOVA DESCOBERTA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2621299229,3,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2621299571,1,DOIS UNIDOS,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2621299733,2,AREIAS,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2621302629,1,VARZEA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2627237357,2,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2627346300,3,COELHOS,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2632376726,3,IMBIRIBEIRA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2632377021,3,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2636359451,3,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2637145943,1,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2639139967,2,DOIS UNIDOS,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2641103400,5,VASCO DA GAMA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2641103583,5,IMBIRIBEIRA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2641105870,1,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2644939313,2,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2644955270,1,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2644959004,2,IPUTINGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2644959691,1,JORDAO,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2644962994,1,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2645286380,1,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2648155309,1,CORDEIRO,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2648161376,2,PASSARINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2648165444,2,BOMBA DO HEMETERIO,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2648168540,1,AFOGADOS,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2648974040,3,PASSARINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2649425903,1,PASSARINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2650802901,3,MACAXEIRA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2650806303,1,IMBIRIBEIRA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2650810173,3,ILHA JOANA BEZERRA,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2650816538,3,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2650817933,1,VASCO DA GAMA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2650821701,1,IPUTINGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2650823232,1,BREJO DA GUABIRABA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2651493716,1,JARDIM SAO PAULO,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2651494011,2,BREJO DA GUABIRABA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2654078850,1,IPUTINGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2654081303,1,IPSEP,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2654083934,4,DOIS UNIDOS,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2654733572,2,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2654739422,2,CORDEIRO,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2654739694,1,CAMPO GRANDE,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2654739937,1,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2654742482,2,CAMPO GRANDE,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2656438721,4,VARZEA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2656953332,1,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2656956277,1,PRADO,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2657621384,2,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2657629288,4,BREJO DA GUABIRABA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2657871658,1,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2657874320,1,VASCO DA GAMA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2659032629,4,NOVA DESCOBERTA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2659034915,3,BREJO DA GUABIRABA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2659454027,1,SITIO DOS PINTOS,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2660512272,3,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2660591202,1,GUABIRABA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2660595623,4,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2660599530,2,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2660600562,1,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2661169229,3,HIPODROMO,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2662195789,1,IPUTINGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2662199695,1,BREJO DE BEBERIBE,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2662617446,1,IPUTINGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2663218103,3,MADALENA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2663218790,1,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2663231207,1,BOMBA DO HEMETERIO,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2664151134,1,BRASILIA TEIMOSA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2664913409,3,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2665870541,1,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2665874709,1,MADALENA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2665875268,1,VASCO DA GAMA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2665880504,3,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2665882205,3,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2666348938,1,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2670366988,2,IMBIRIBEIRA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2670800858,1,ILHA JOANA BEZERRA,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2670811205,1,BOA VIAGEM,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2670818471,2,COQUEIRAL,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2670833004,1,JORDAO,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2670837344,3,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2671568983,3,IMBIRIBEIRA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2671570104,1,IPSEP,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2671574363,1,TEJIPIO,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2671579403,1,VASCO DA GAMA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2671583605,4,NOVA DESCOBERTA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2672413215,2,VARZEA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2672419922,1,ILHA JOANA BEZERRA,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2673281410,3,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2673901574,3,BOA VIAGEM,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2673903607,3,IMBIRIBEIRA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2673905642,3,BOA VIAGEM,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2674371960,2,ARRUDA,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2675480878,3,AGUA FRIA,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2675485756,4,SAN MARTIN,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2675886076,1,IMBIRIBEIRA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2675917133,3,MACAXEIRA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2676872575,3,LINHA DO TIRO,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2680298225,1,TEJIPIO,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2680301463,1,BARRO,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2680301706,3,CURADO,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2680302788,4,AGUA FRIA,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2680304055,3,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2680309367,1,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2680475887,2,JARDIM SAO PAULO,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2680507592,2,COELHOS,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2680860950,2,SANTO ANTONIO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2680861507,1,NOVA DESCOBERTA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2681073863,1,IPUTINGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2681841437,3,GUABIRABA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2682569854,1,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2683886950,1,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2683887175,2,IPUTINGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2686485736,2,CASA AMARELA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2686486031,1,MUSTARDINHA,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2686493160,1,IPSEP,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2686493755,1,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2686499605,1,CASA AMARELA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2686506598,1,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2686508965,3,MADALENA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2686512130,1,BRASILIA TEIMOSA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2687943673,4,AGUA FRIA,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2687947075,1,SANTO ANTONIO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2687947156,2,VARZEA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2688378562,1,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2688381865,1,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2688391666,3,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2689323010,4,ILHA JOANA BEZERRA,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2690141795,1,CASA AMARELA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2690971399,1,BREJO DA GUABIRABA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2690971470,2,VARZEA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2695209029,1,VARZEA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2696642036,2,DOIS UNIDOS,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2699385409,1,BREJO DE BEBERIBE,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2699390593,1,CAXANGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2699825239,2,PAISSANDU,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2701254264,1,JARDIM SAO PAULO,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2701530121,1,CAXANGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2702630200,3,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2702630634,4,ALTO DO MANDU,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2702633307,2,NOVA DESCOBERTA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2703135408,3,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2703135750,2,CAMPO GRANDE,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2704045038,1,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2704047758,5,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2704618500,2,BARRO,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2705558110,3,IMBIRIBEIRA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2707030554,5,ALTO JOSE DO PINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2707036404,2,CASA AMARELA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2707212660,1,BRASILIA TEIMOSA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2707213985,1,MACAXEIRA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2707219320,2,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2707219592,1,IPUTINGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2707720062,1,NOVA DESCOBERTA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2707721549,1,BARRO,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2707726699,1,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2707728128,2,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2708081403,1,VARZEA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2708081675,3,COELHOS,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2708085581,1,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2708416286,1,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2708420046,1,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2708422413,1,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2708423908,4,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2708425862,4,IPUTINGA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2708428101,1,CORDEIRO,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2709456281,1,TEJIPIO,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2709903300,2,MANGABEIRA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2710518171,1,MACAXEIRA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2710519496,3,NOVA DESCOBERTA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2710860848,3,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2713550939,2,CABANGA,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2713555060,2,VARZEA,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2713564212,3,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2713566266,1,ALTO JOSE DO PINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2713869080,1,VASCO DA GAMA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2714451497,1,NOVA DESCOBERTA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2714451578,2,PRADO,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2714453430,3,AFOGADOS,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2714456103,3,AFOGADOS,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2715163800,2,CAMPO GRANDE,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2715166400,3,ALTO JOSE DO PINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2715168284,2,LINHA DO TIRO,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2715897952,2,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2715899220,3,PASSARINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2715901062,4,CAMPO GRANDE,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2716286000,1,AGUA FRIA,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2716778213,2,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2717199748,1,GUABIRABA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2717764399,4,VASCO DA GAMA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2718274670,1,CAMPO GRANDE,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2718689293,3,SANTO AMARO,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2718835028,4,AGUA FRIA,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2718835885,4,CAMPO GRANDE,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2718837667,2,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2719077038,2,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2719332674,1,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2720730408,2,MUSTARDINHA,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2720730831,1,RECIFE,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2720735124,2,MUSTARDINHA,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2720752304,1,ALTO JOSE DO PINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2721079301,2,CAMPO GRANDE,2,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2721458310,2,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2721460137,1,TORROES,4,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2721478699,2,PASSARINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2724424107,2,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2724426070,2,PASSARINHO,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2724781210,2,CABANGA,1,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2725225116,4,NOVA DESCOBERTA,3,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2725801206,1,IMBIRIBEIRA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2725803411,3,IBURA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2725804221,2,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2726877079,1,BRASILIA TEIMOSA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2726880533,2,COHAB,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2726882749,1,AREIAS,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2727723563,1,CACOTE,5,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
2727858736,4,PINA,6,0,0,1,0,0,0,0,0.0,,854.43,,0.0,0.0,0.0,854.43
